condition,metric_id,metric_kind,unit,exposure_stratum,scheduled_heads,scheduled_images,scheduled_components,baseline_usable_heads,paired_usable_heads,lost_usable_heads,gained_usable_heads,neither_usable_heads,paired_images,paired_components,mean_signed_change,mean_absolute_change,median_component_absolute_change,p95_component_absolute_change,spearman_paired_component_means,component_weighted_loss_fraction
bbox_left_5pct,bract_projection_roughness,registered_endpoint,relative,all_cached,2853,1759,1753,160,136,24,12,2681,125,124,0.001420008518596127,0.014992376205191517,0.005886497191561563,0.06697154052466826,0.8476664044059795,0.16216216216216217
bbox_left_5pct,bract_projection_roughness,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,65,9,8,1324,60,59,-0.00036596718616478744,0.015130712680634999,0.00410301468062492,0.06777724953503059,0.8696084161309178,0.1323529411764706
bbox_left_5pct,bract_projection_roughness,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,71,15,4,1357,65,65,0.0030411249275329568,0.014866809250558197,0.0059454492528581565,0.06583019542032233,0.8161276223776224,0.1875
bbox_left_5pct,bract_projection_p95,registered_endpoint,relative,all_cached,2853,1759,1753,160,136,24,12,2681,125,124,0.0026271127983337715,0.025646741559982842,0.007668526401840001,0.09808417134621854,0.8561384736428008,0.16216216216216217
bbox_left_5pct,bract_projection_p95,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,65,9,8,1324,60,59,0.0021565897884487303,0.02640545742262402,0.004784408971015994,0.13399542358028835,0.8822326125073058,0.1323529411764706
bbox_left_5pct,bract_projection_p95,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,71,15,4,1357,65,65,0.0030542029149986565,0.0249580610077393,0.011921737472381733,0.07757441121878965,0.8212849650349651,0.1875
bbox_left_5pct,bract_projection_maximum,registered_endpoint,relative,all_cached,2853,1759,1753,160,136,24,12,2681,125,124,0.005139354848528895,0.030669473502648932,0.007754416112996668,0.1582245983730285,0.8793579858379228,0.16216216216216217
bbox_left_5pct,bract_projection_maximum,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,65,9,8,1324,60,59,0.010599852825644735,0.03198703047129418,0.005273655831099067,0.16452363319414906,0.8948568088836939,0.1323529411764706
bbox_left_5pct,bract_projection_maximum,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,71,15,4,1357,65,65,0.00018290283853144359,0.029473537177263257,0.00892641751962478,0.11238343703510542,0.8453671328671328,0.1875
bbox_left_5pct,bract_spread_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,160,136,24,12,2681,125,124,-0.00430035017092274,0.03340465746456179,0.01904934687953555,0.10140282422891118,0.8062183601910846,0.16216216216216217
bbox_left_5pct,bract_spread_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,74,65,9,8,1324,60,59,-0.009601089914035322,0.031803545498810766,0.02040816326530609,0.0961270703933747,0.8134753641909712,0.1323529411764706
bbox_left_5pct,bract_spread_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,86,71,15,4,1357,65,65,0.0005110905189794469,0.034857974479628094,0.018867924528301883,0.11007477218481185,0.778236733980243,0.1875
bbox_left_5pct,bract_projection_peak_density,registered_endpoint,peaks per valid bin,all_cached,2853,1759,1753,160,136,24,12,2681,125,124,-0.0008433417966212704,0.012726655951044812,0.004655721636853717,0.038034930284170404,0.4814310540666846,0.16216216216216217
bbox_left_5pct,bract_projection_peak_density,registered_endpoint,peaks per valid bin,recorded_development_exposed,1406,846,842,74,65,9,8,1324,60,59,-0.002014174267508108,0.011741696234134666,0.0034976682211858706,0.03978675158006457,0.42208675062621953,0.1323529411764706
bbox_left_5pct,bract_projection_peak_density,registered_endpoint,peaks per valid bin,no_recorded_development_exposure,1447,913,911,86,71,15,4,1357,65,65,0.00021941383079909056,0.01362069630947094,0.0063492063492063405,0.036752136752136746,0.5004044781556112,0.1875
bbox_left_5pct,bract_projection_asymmetry,registered_endpoint,relative,all_cached,2853,1759,1753,160,136,24,12,2681,125,124,-0.0009826179345061323,0.01002558185769197,0.003033262433184172,0.04617021476249724,0.6865649095200628,0.16216216216216217
bbox_left_5pct,bract_projection_asymmetry,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,65,9,8,1324,60,59,-0.0014900095789759117,0.011439814580740053,0.002500673506180648,0.05080520272282769,0.6602571595558155,0.1323529411764706
bbox_left_5pct,bract_projection_asymmetry,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,71,15,4,1357,65,65,-0.0005220624418335626,0.00874189369369448,0.003509734471043982,0.03513877148619967,0.7075611888111888,0.1875
bbox_left_5pct,involucre_surface_edge_density,registered_endpoint,fraction,all_cached,2853,1759,1753,53,49,4,2,2798,46,46,0.0006399791739194856,0.0018832597163017247,0.0,0.008322405172044581,0.9971631205673759,0.08
bbox_left_5pct,involucre_surface_edge_density,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,27,24,3,2,1377,21,21,0.0018496619502049113,0.002623430131670488,0.0,0.017021091580759096,0.9987012987012988,0.125
bbox_left_5pct,involucre_surface_edge_density,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,26,25,1,0,1421,25,25,-0.0003761543581602719,0.001261516567391964,0.0,0.007525379275749245,0.9961538461538462,0.038461538461538464
bbox_left_5pct,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,all_cached,2853,1759,1753,53,49,4,2,2798,46,46,-0.00013717221866035734,0.0005151562097234532,0.0,0.0030767074300413477,0.9988899167437557,0.08
bbox_left_5pct,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,recorded_development_exposed,1406,846,842,27,24,3,2,1377,21,21,-0.0004164047647485791,0.0005623732283075814,0.0,0.0032651944810212497,0.9987012987012988,0.125
bbox_left_5pct,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,no_recorded_development_exposure,1447,913,911,26,25,1,0,1421,25,25,9.738312005374894e-05,0.00047549391411278564,0.0,0.002924254101003808,0.9969230769230769,0.038461538461538464
bbox_left_5pct,involucre_surface_high_frequency_energy,registered_endpoint,relative,all_cached,2853,1759,1753,53,49,4,2,2798,46,46,-0.0009439799728535833,0.007996483144858237,0.0,0.05618833955743824,0.9962989240774782,0.08
bbox_left_5pct,involucre_surface_high_frequency_energy,registered_endpoint,relative,recorded_development_exposed,1406,846,842,27,24,3,2,1377,21,21,0.004323518410047469,0.007555487935037971,0.0,0.03384426732066215,0.985705003248863,0.125
bbox_left_5pct,involucre_surface_high_frequency_energy,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,26,25,1,0,1421,25,25,-0.005368678614490467,0.008366919121107264,0.0,0.056056149732620186,0.9984609465178914,0.038461538461538464
bbox_left_5pct,involucre_surface_specular_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,53,49,4,2,2798,46,46,6.817187459411877e-05,7.114970536834191e-05,0.0,1.625683198136843e-05,1.0,0.08
bbox_left_5pct,involucre_surface_specular_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,27,24,3,2,1377,21,21,0.0001220912376164524,0.00012861410502665546,0.0,0.0,1.0,0.125
bbox_left_5pct,involucre_surface_specular_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,26,25,1,0,1421,25,25,2.2879609655358514e-05,2.2879609655358514e-05,0.0,1.7340620780126265e-05,1.0,0.038461538461538464
bbox_left_5pct,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,all_cached,2853,1759,1753,1250,1226,24,11,1592,960,958,,0.881516496821585,0.30277252197265625,3.130598449707031,,0.020427350427350426
bbox_left_5pct,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,recorded_development_exposed,1406,846,842,623,609,14,7,776,462,460,,1.0894442931465478,0.3334808349609233,3.6892623901367148,,0.02398720682302772
bbox_left_5pct,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,no_recorded_development_exposure,1447,913,911,627,617,10,4,816,498,498,,0.6894546769230245,0.269866943359375,2.869123840332058,,0.017127799736495388
bbox_left_5pct,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,all_cached,2853,1759,1753,1250,1226,24,11,1592,960,958,,0.009547872055394651,0.005581908653658237,0.03198839813687221,,0.020427350427350426
bbox_left_5pct,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,recorded_development_exposed,1406,846,842,623,609,14,7,776,462,460,,0.010220019758496438,0.006120975842821839,0.033396740822954026,,0.02398720682302772
bbox_left_5pct,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,617,10,4,816,498,498,,0.008927012731244407,0.005094339229939439,0.030941044127062407,,0.017127799736495388
bbox_right_5pct,orientation_image_vertical_angle,registered_endpoint,degrees,all_cached,2853,1759,1753,995,921,74,80,1778,746,745,-0.06414331283085692,5.397358131805249,2.2974404517885176,17.250114666879977,0.9595021321769797,0.07471626733921816
bbox_right_5pct,orientation_image_vertical_angle,registered_endpoint,degrees,recorded_development_exposed,1406,846,842,508,464,44,42,856,368,367,0.46803487782479386,5.460676165374335,2.2077175743250756,15.955434907790538,0.9539515848677708,0.0871308016877637
bbox_right_5pct,orientation_image_vertical_angle,registered_endpoint,degrees,no_recorded_development_exposure,1447,913,911,487,457,30,38,922,378,378,-0.580834836562666,5.335882686514628,2.4205118700820645,18.358924430265684,0.9639143092877966,0.062395309882747066
bbox_right_5pct,corolla_lab_lightness,registered_endpoint,Lab L*,all_cached,2853,1759,1753,1250,1226,24,8,1595,964,962,-0.015008223197233817,0.3357995805852709,0.0,1.1764678955078125,0.9971359916012488,0.01786324786324786
bbox_right_5pct,corolla_lab_lightness,registered_endpoint,Lab L*,recorded_development_exposed,1406,846,842,623,613,10,5,778,467,465,-0.007238703218412233,0.3083140732139669,0.1307195027669271,1.1764678955078125,0.9983160958766423,0.013681592039800995
bbox_right_5pct,corolla_lab_lightness,registered_endpoint,Lab L*,no_recorded_development_exposure,1447,913,911,627,613,14,3,817,497,497,-0.02227749239271075,0.36151539734111865,0.0,1.1764678955078125,0.9957110484589231,0.021739130434782608
bbox_right_5pct,corolla_lab_chroma,registered_endpoint,Lab chroma,all_cached,2853,1759,1753,1250,1226,24,8,1595,964,962,0.010260264557926342,0.2448977459327925,0.0892343521118164,0.9435317993164054,0.9987862482881128,0.01786324786324786
bbox_right_5pct,corolla_lab_chroma,registered_endpoint,Lab chroma,recorded_development_exposed,1406,846,842,623,613,10,5,778,467,465,-0.02051222179098369,0.26280572491307413,0.09329605102539062,1.0321792602539062,0.9985465945498898,0.013681592039800995
bbox_right_5pct,corolla_lab_chroma,registered_endpoint,Lab chroma,no_recorded_development_exposure,1447,913,911,627,613,14,3,817,497,497,0.03905142381797294,0.22814279578021512,0.08504104614257812,0.8874259948730464,0.9991414092223813,0.021739130434782608
bbox_right_5pct,corolla_hue_sin,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1226,24,8,1595,964,962,0.0010797716629904295,0.010792117617849059,0.0034031023097640762,0.04598385025370121,0.9985778749916577,0.01786324786324786
bbox_right_5pct,corolla_hue_sin,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,613,10,5,778,467,465,0.0004102845634174048,0.011763839914347611,0.003931754644460328,0.0494398781684043,0.9980628213513348,0.013681592039800995
bbox_right_5pct,corolla_hue_sin,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,613,14,3,817,497,497,0.0017061529533354122,0.009882960942050613,0.0026679897827735313,0.035012376138481696,0.9991405877941572,0.021739130434782608
bbox_right_5pct,corolla_hue_cos,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1226,24,8,1595,964,962,0.000499032898213044,0.008846689315228421,0.0027750815555339925,0.03177617220195523,0.9955822562141916,0.01786324786324786
bbox_right_5pct,corolla_hue_cos,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,613,10,5,778,467,465,0.0007305113106685683,0.010817614403240916,0.0031281237170892595,0.0452626089428118,0.9930795781674441,0.013681592039800995
bbox_right_5pct,corolla_hue_cos,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,613,14,3,817,497,497,0.0002824585284105916,0.007002664836504457,0.002595137146582771,0.0270989425094976,0.9980019057211518,0.021739130434782608
bbox_right_5pct,visible_floret_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1226,24,8,1595,964,962,-1.749316926513146e-05,0.008832407800045924,0.005531268257081104,0.02996882057430813,0.9969102037041394,0.01786324786324786
bbox_right_5pct,visible_floret_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,613,10,5,778,467,465,0.0002231758599618285,0.00870080730081545,0.005453411201381653,0.02890048181298876,0.9972860880234119,0.013681592039800995
bbox_right_5pct,visible_floret_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,613,14,3,817,497,497,-0.00024266640586580824,0.008955535027696167,0.005692606542520129,0.030371789527985957,0.9963534608349672,0.021739130434782608
bbox_right_5pct,corolla_white_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1226,24,8,1595,964,962,-8.212332706355568e-05,0.0038888789901249266,0.001261468127992214,0.01498184721975357,0.9983300405458708,0.01786324786324786
bbox_right_5pct,corolla_white_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,613,10,5,778,467,465,0.00011607769334366637,0.00381301332888303,0.0012836983908444122,0.01634776190890912,0.998674045117201,0.013681592039800995
bbox_right_5pct,corolla_white_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,613,14,3,817,497,497,-0.00026756291356125827,0.0039598599407838445,0.0011697099119418186,0.014605587682580346,0.9980683507884746,0.021739130434782608
bbox_right_5pct,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1226,24,8,1595,964,962,-5.470305160131182e-05,0.004393633361558108,0.0011048921206968012,0.016434649682247403,0.9971945417647983,0.01786324786324786
bbox_right_5pct,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,613,10,5,778,467,465,-0.00014677727851535459,0.004436334631588069,0.0014565126924677486,0.014565110684410923,0.9972934725384551,0.013681592039800995
bbox_right_5pct,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,613,14,3,817,497,497,3.144285486756128e-05,0.00435368146907535,0.0008651691374719911,0.017100459809857364,0.9969302551329982,0.021739130434782608
bbox_right_5pct,corolla_purple_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1226,24,8,1595,964,962,-0.00046952321409971567,0.005315109208941304,0.0006707662544678805,0.022711287866184326,0.998410136290788,0.01786324786324786
bbox_right_5pct,corolla_purple_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,613,10,5,778,467,465,-4.5086364805336453e-05,0.005831173093705367,0.0008029090150530327,0.02275236413809163,0.997991462505687,0.013681592039800995
bbox_right_5pct,corolla_purple_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,613,14,3,817,497,497,-0.0008666321374837926,0.004832272777522212,0.00044688363297927525,0.021797488663572038,0.9988179016082678,0.021739130434782608
bbox_right_5pct,corolla_yellow_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1226,24,8,1595,964,962,0.0006063495927645817,0.007708725916413514,0.0033286984762826433,0.0298005093304993,0.9972391428795773,0.01786324786324786
bbox_right_5pct,corolla_yellow_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,613,10,5,778,467,465,7.57859499770238e-05,0.007900268340125504,0.0035157426709981343,0.03132755682177652,0.9972521303345335,0.013681592039800995
bbox_right_5pct,corolla_yellow_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,613,14,3,817,497,497,0.0011027521961774881,0.007529516204087408,0.0026075023051214397,0.02868727885210185,0.9973113303417869,0.021739130434782608
bbox_right_5pct,capitulum_outline_aspect_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,1136,1092,44,24,1693,874,872,0.0008271662531848989,0.04763000176417714,0.02892733516859558,0.15307665399662804,0.8519967997026524,0.03692336309523809
bbox_right_5pct,capitulum_outline_aspect_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,580,561,19,17,809,439,437,-0.003621981400236643,0.04894860318053865,0.025862068965517238,0.16786067535343208,0.8539631111062737,0.028651685393258425
bbox_right_5pct,capitulum_outline_aspect_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,556,531,25,7,884,435,435,0.005296769757886542,0.046305337812568015,0.030530945043656832,0.14552426208960406,0.8507940328518317,0.0450849963045085
bbox_right_5pct,capitulum_outline_circularity,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1092,44,24,1693,874,872,0.0024714522025908355,0.03143076306786116,0.021660078754752843,0.09536279693762478,0.8953227207945911,0.03692336309523809
bbox_right_5pct,capitulum_outline_circularity,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,580,561,19,17,809,439,437,0.0038304079388732583,0.03179227122554475,0.020553041224401714,0.10047266824981224,0.8938602681924902,0.028651685393258425
bbox_right_5pct,capitulum_outline_circularity,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,556,531,25,7,884,435,435,0.001106248393957687,0.031067592803705458,0.022245125287460032,0.09311736114966604,0.895414326643805,0.0450849963045085
bbox_right_5pct,capitulum_outline_solidity,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1092,44,24,1693,874,872,0.0009421178781541518,0.01874726933075899,0.012124062791519397,0.061250486472640385,0.9300278194943972,0.03692336309523809
