condition,metric_id,metric_kind,unit,exposure_stratum,scheduled_heads,scheduled_images,scheduled_components,baseline_usable_heads,paired_usable_heads,lost_usable_heads,gained_usable_heads,neither_usable_heads,paired_images,paired_components,mean_signed_change,mean_absolute_change,median_component_absolute_change,p95_component_absolute_change,spearman_paired_component_means,component_weighted_loss_fraction
bbox_up_5pct,involucre_apical_taper_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,140,20,22,2671,130,129,0.006507518321311564,0.11332174946972118,0.024384198103479915,0.4939753467185859,0.7877851073345261,0.13063063063063066
bbox_up_5pct,involucre_apical_taper_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,69,5,9,1323,64,63,0.02165249229838359,0.10166814690900658,0.011617936489211278,0.5020844135617829,0.7342069892473119,0.07352941176470588
bbox_up_5pct,involucre_apical_taper_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,71,15,13,1348,66,66,-0.007949047747711728,0.12444564282313056,0.0272738962370353,0.43698103062552207,0.8146748773614446,0.17916666666666664
bbox_up_5pct,involucre_basal_taper_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,140,20,22,2671,130,129,0.02149155728542178,0.11361681499851396,0.029144428617530138,0.5330266042209857,0.7272473166368516,0.13063063063063066
bbox_up_5pct,involucre_basal_taper_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,69,5,9,1323,64,63,0.019982150507101917,0.1213078683040491,0.030536589912653844,0.6093787440173394,0.6671947004608295,0.07352941176470588
bbox_up_5pct,involucre_basal_taper_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,71,15,13,1348,66,66,0.02293235466472711,0.10627535502504856,0.028454682189035158,0.46764247403406745,0.7955537000313122,0.17916666666666664
bbox_up_5pct,bract_projection_roughness,registered_endpoint,relative,all_cached,2853,1759,1753,160,140,20,22,2671,130,129,0.0006748623006691798,0.016622271549602042,0.008427998128381006,0.06459900154398358,0.8531809033989267,0.13063063063063066
bbox_up_5pct,bract_projection_roughness,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,69,5,9,1323,64,63,-0.0009459394210056023,0.014131735381671031,0.007035939188557189,0.05926783764053488,0.9047619047619049,0.07352941176470588
bbox_up_5pct,bract_projection_roughness,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,71,15,13,1348,66,66,0.002221991216813289,0.018999601528081635,0.011453420827543855,0.07103597618510654,0.7984344014194761,0.17916666666666664
bbox_up_5pct,bract_projection_p95,registered_endpoint,relative,all_cached,2853,1759,1753,160,140,20,22,2671,130,129,0.0036755042365275016,0.031726318672448885,0.012981180553611249,0.14235147841052542,0.810330948121646,0.13063063063063066
bbox_up_5pct,bract_projection_p95,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,69,5,9,1323,64,63,0.000468021296373772,0.024748983076606938,0.0112590605660631,0.0946354210673462,0.8834005376344086,0.07352941176470588
bbox_up_5pct,bract_projection_p95,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,71,15,13,1348,66,66,0.006737192497583336,0.03838650265029803,0.017045256538708392,0.1704176243458533,0.7466652750234841,0.17916666666666664
bbox_up_5pct,bract_projection_maximum,registered_endpoint,relative,all_cached,2853,1759,1753,160,140,20,22,2671,130,129,0.006870840274427939,0.041637170438465,0.013952674154097344,0.15566388725351515,0.8242229427549196,0.13063063063063066
bbox_up_5pct,bract_projection_maximum,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,69,5,9,1323,64,63,0.0032228427714289464,0.03313306506212665,0.012491405410800807,0.11955062321627459,0.9012096774193549,0.07352941176470588
bbox_up_5pct,bract_projection_maximum,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,71,15,13,1348,66,66,0.010353019709108796,0.04975472557042434,0.020530719292262245,0.21610524887538027,0.7315520300594929,0.17916666666666664
bbox_up_5pct,bract_spread_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,160,140,20,22,2671,130,129,-0.0028138440609880504,0.03946428147563803,0.026232114467408585,0.1344497607655502,0.7550739162258374,0.13063063063063066
bbox_up_5pct,bract_spread_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,74,69,5,9,1323,64,63,-0.001681569175080955,0.03554700301309766,0.013154566152289382,0.13546801346801343,0.7802875738126384,0.07352941176470588
bbox_up_5pct,bract_spread_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,86,71,15,13,1348,66,66,-0.0038946519066266412,0.04320350182624476,0.036198603055464254,0.1307788051209104,0.7161870169171045,0.17916666666666664
bbox_up_5pct,bract_projection_peak_density,registered_endpoint,peaks per valid bin,all_cached,2853,1759,1753,160,140,20,22,2671,130,129,0.0028821902996280283,0.01566526198008689,0.010204081632653059,0.04326382727003845,0.4658846441218272,0.13063063063063066
bbox_up_5pct,bract_projection_peak_density,registered_endpoint,peaks per valid bin,recorded_development_exposed,1406,846,842,74,69,5,9,1323,64,63,0.0045457353855181066,0.016865035765804743,0.008290816326530615,0.059954804561039174,0.2939749491903387,0.07352941176470588
bbox_up_5pct,bract_projection_peak_density,registered_endpoint,peaks per valid bin,no_recorded_development_exposure,1447,913,911,86,71,15,13,1348,66,66,0.001294260899460225,0.014520023366447117,0.011988337151527778,0.03813057413600893,0.6483183984446235,0.17916666666666664
bbox_up_5pct,bract_projection_asymmetry,registered_endpoint,relative,all_cached,2853,1759,1753,160,140,20,22,2671,130,129,-0.00014084944681590797,0.01003633592708804,0.004477094800131587,0.03584141307813383,0.7332233899821111,0.13063063063063066
bbox_up_5pct,bract_projection_asymmetry,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,69,5,9,1323,64,63,0.0005343482861991051,0.008077346460106095,0.0038589190532357827,0.03380278955836341,0.8095238095238096,0.07352941176470588
bbox_up_5pct,bract_projection_asymmetry,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,71,15,13,1348,66,66,-0.0007853563737847843,0.01190628041829808,0.005206132792754588,0.035803636493287175,0.6457572278467802,0.17916666666666664
bbox_up_5pct,involucre_surface_edge_density,registered_endpoint,fraction,all_cached,2853,1759,1753,53,46,7,9,2791,44,44,0.0025206650014360206,0.005043491903420206,0.00024550339182777964,0.01845457941027641,0.9844961240310076,0.13
bbox_up_5pct,involucre_surface_edge_density,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,27,24,3,3,1376,22,22,0.0014405951243122161,0.003913878917749968,0.0,0.018996061874292577,0.9887069452286844,0.10416666666666667
bbox_up_5pct,involucre_surface_edge_density,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,26,22,4,6,1415,22,22,0.003600734878559825,0.006173104889090444,0.001062820374978124,0.013197511478038083,0.9683794466403164,0.15384615384615385
bbox_up_5pct,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,all_cached,2853,1759,1753,53,46,7,9,2791,44,44,0.0016996556353295346,0.0028512557095985223,0.00010632680038979991,0.016919629070232096,0.986751233262861,0.13
bbox_up_5pct,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,recorded_development_exposed,1406,846,842,27,24,3,3,1376,22,22,-0.00017223182472913848,0.0014418076701283764,0.0,0.007285805301870245,0.9977413890457371,0.10416666666666667
bbox_up_5pct,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,no_recorded_development_exposure,1447,913,911,26,22,4,6,1415,22,22,0.0035715430953882077,0.004260703749068668,0.0003141075145533523,0.020803291157257018,0.9582156973461323,0.15384615384615385
bbox_up_5pct,involucre_surface_high_frequency_energy,registered_endpoint,relative,all_cached,2853,1759,1753,53,46,7,9,2791,44,44,0.01217815927971122,0.020718203644523234,0.0,0.08495209680518691,0.9521577025178202,0.13
bbox_up_5pct,involucre_surface_high_frequency_energy,registered_endpoint,relative,recorded_development_exposed,1406,846,842,27,24,3,3,1376,22,22,0.017101514278325684,0.025925572245689244,0.0,0.08708903765579888,0.9559322033898306,0.10416666666666667
bbox_up_5pct,involucre_surface_high_frequency_energy,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,26,22,4,6,1415,22,22,0.007254804281096757,0.015510835043357223,0.001634505847921082,0.04408983976529872,0.953954802259887,0.15384615384615385
bbox_up_5pct,involucre_surface_specular_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,53,46,7,9,2791,44,44,2.6596117701193353e-05,7.569825013665909e-05,0.0,0.0,1.0,0.13
bbox_up_5pct,involucre_surface_specular_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,27,24,3,3,1376,22,22,0.00010229436783785244,0.00010229436783785244,0.0,0.0,1.0,0.10416666666666667
bbox_up_5pct,involucre_surface_specular_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,26,22,4,6,1415,22,22,-4.9102132435465736e-05,4.9102132435465736e-05,0.0,0.0,1.0,0.15384615384615385
bbox_up_5pct,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,all_cached,2853,1759,1753,1250,1231,19,21,1582,968,966,,0.8676023508286468,0.33135477701822913,3.3603591918945526,,0.01376068376068376
bbox_up_5pct,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,recorded_development_exposed,1406,846,842,623,615,8,8,775,468,466,,0.9066015715592247,0.342498779296875,3.7596817016601634,,0.011194029850746268
bbox_up_5pct,joint_hue_angular_change,joint_diagnostic_not_additional_endpoint,degrees,no_recorded_development_exposure,1447,913,911,627,616,11,13,807,500,500,,0.8312550771077479,0.325897216796875,2.9463447570800723,,0.01613965744400527
bbox_up_5pct,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,all_cached,2853,1759,1753,1250,1231,19,21,1582,968,966,,0.0109307773420274,0.0059632153397899705,0.037774516594270335,,0.01376068376068376
bbox_up_5pct,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,recorded_development_exposed,1406,846,842,623,615,8,8,775,468,466,,0.011313426767812381,0.006385269386617748,0.03718545557714595,,0.011194029850746268
bbox_up_5pct,joint_colour_composition_total_variation,joint_diagnostic_not_additional_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,616,11,13,807,500,500,,0.010574148077195804,0.005798436960856653,0.03786986461965512,,0.01613965744400527
bbox_down_5pct,orientation_image_vertical_angle,registered_endpoint,degrees,all_cached,2853,1759,1753,995,907,88,82,1776,732,732,-1.9110725716020756,6.287074564743217,2.5701457780117014,19.997834779785443,0.939294915806397,0.0924758301807482
bbox_down_5pct,orientation_image_vertical_angle,registered_endpoint,degrees,recorded_development_exposed,1406,846,842,508,464,44,44,854,368,368,-2.0726941934097765,5.879199977319467,2.4168881142193612,23.01817134673284,0.9505465001931147,0.08776371308016877
bbox_down_5pct,orientation_image_vertical_angle,registered_endpoint,degrees,no_recorded_development_exposure,1447,913,911,487,443,44,38,922,364,364,-1.7476748880162685,6.6994312904903035,2.6253374343350018,18.679314016770352,0.9295902105366614,0.09715242881072027
bbox_down_5pct,corolla_lab_lightness,registered_endpoint,Lab L*,all_cached,2853,1759,1753,1250,1224,26,15,1588,960,959,-0.07310170321817568,0.3492199865612339,0.19607925415039062,1.1764717102050781,0.997201970407436,0.021196581196581195
bbox_down_5pct,corolla_lab_lightness,registered_endpoint,Lab L*,recorded_development_exposed,1406,846,842,623,610,13,9,774,464,463,-0.03345614873393136,0.3469840489848215,0.19607925415039062,1.1764717102050781,0.9979473785174618,0.02025586353944563
bbox_down_5pct,corolla_lab_lightness,registered_endpoint,Lab L*,no_recorded_development_exposure,1447,913,911,627,614,13,6,814,496,496,-0.1101095494403634,0.3513071621617963,0.19607830047607422,1.1764678955078125,0.9962176943684947,0.02206851119894598
bbox_down_5pct,corolla_lab_chroma,registered_endpoint,Lab chroma,all_cached,2853,1759,1753,1250,1224,26,15,1588,960,959,0.02824472142956428,0.28420467631950286,0.11972999572753906,1.0115209579467757,0.9985790568294007,0.021196581196581195
bbox_down_5pct,corolla_lab_chroma,registered_endpoint,Lab chroma,recorded_development_exposed,1406,846,842,623,610,13,9,774,464,463,0.019754433305766445,0.3183993062499275,0.14660263061523438,1.0414827346801754,0.9981689543307851,0.02025586353944563
bbox_down_5pct,corolla_lab_chroma,registered_endpoint,Lab chroma,no_recorded_development_exposure,1447,913,911,627,614,13,6,814,496,496,0.03617013151286751,0.25228509233202984,0.0982818603515625,0.9397454261779785,0.9989949619025598,0.02206851119894598
bbox_down_5pct,corolla_hue_sin,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1224,26,15,1588,960,959,0.0009360378172132615,0.0112691120834548,0.0037696310393508514,0.038366720489725024,0.9988579515892732,0.021196581196581195
bbox_down_5pct,corolla_hue_sin,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,610,13,9,774,464,463,0.0005749639037749367,0.012349156319072544,0.003810961479122965,0.0379654290203386,0.9982126776924569,0.02025586353944563
bbox_down_5pct,corolla_hue_sin,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,614,13,6,814,496,496,0.0012730886678623432,0.010260925629642266,0.003711776995421176,0.03882421040538449,0.9992348027559295,0.02206851119894598
bbox_down_5pct,corolla_hue_cos,registered_endpoint,unitless,all_cached,2853,1759,1753,1250,1224,26,15,1588,960,959,0.0013839540377483565,0.009009665757067855,0.003428205915878483,0.03260507053810787,0.9957341148900322,0.021196581196581195
bbox_down_5pct,corolla_hue_cos,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,623,610,13,9,774,464,463,0.001102895945946957,0.00953466235180081,0.0035619958111109407,0.03342889977233836,0.993897375805099,0.02025586353944563
bbox_down_5pct,corolla_hue_cos,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,627,614,13,6,814,496,496,0.0016463127000549054,0.00851959837125866,0.0031999151304823448,0.031529229656395846,0.9969994945233472,0.02206851119894598
bbox_down_5pct,visible_floret_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1224,26,15,1588,960,959,-0.0013817089672023724,0.010642929567654186,0.006950015243800345,0.03511913843855457,0.9948880618946756,0.021196581196581195
bbox_down_5pct,visible_floret_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,610,13,9,774,464,463,-0.00104989542426596,0.011490419796803856,0.0075562473277411835,0.038586442489298066,0.9944071066343351,0.02025586353944563
bbox_down_5pct,visible_floret_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,614,13,6,814,496,496,-0.0016914462058708376,0.009851824777137462,0.005862192470398445,0.030593016010978094,0.9952049540645632,0.02206851119894598
bbox_down_5pct,corolla_white_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1224,26,15,1588,960,959,-0.0006627866583930505,0.004554530201829192,0.0016736150272850525,0.016361708318636686,0.995842111180632,0.021196581196581195
bbox_down_5pct,corolla_white_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,610,13,9,774,464,463,-0.000623789455077379,0.0044563325215459275,0.0018664454583160461,0.01797100970260804,0.9976658592400991,0.02025586353944563
bbox_down_5pct,corolla_white_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,614,13,6,814,496,496,-0.0006991892897139295,0.004646194568706513,0.0015406475380974755,0.01536922621628782,0.9940520935977545,0.02206851119894598
bbox_down_5pct,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1224,26,15,1588,960,959,0.0007998377369843446,0.004419974194310301,0.0013067142160298126,0.01701618431778708,0.9978222707295632,0.021196581196581195
bbox_down_5pct,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,610,13,9,774,464,463,0.0006999678462772913,0.0043889953589151195,0.0014858558193851998,0.017272456580779944,0.9983138510413639,0.02025586353944563
bbox_down_5pct,corolla_redmagenta_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,614,13,6,814,496,496,0.0008930630583500013,0.004448891937834432,0.001180460829535858,0.015790763661029265,0.9972477912530096,0.02206851119894598
bbox_down_5pct,corolla_purple_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1224,26,15,1588,960,959,-0.0007734687557056625,0.005086535249458037,0.0006837572896089168,0.022547401140094667,0.9986647146666632,0.021196581196581195
bbox_down_5pct,corolla_purple_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,610,13,9,774,464,463,-0.0008239955441306735,0.0059158711252279735,0.000774628228985059,0.022901755102646502,0.997985600587344,0.02025586353944563
bbox_down_5pct,corolla_purple_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,614,13,6,814,496,496,-0.0007263036286073154,0.0043123769621969885,0.000661277492535528,0.0210695811463065,0.9993247678833149,0.02206851119894598
bbox_down_5pct,corolla_yellow_pixel_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,1250,1224,26,15,1588,960,959,0.0006364176771143695,0.008043999458187037,0.0037176192497342386,0.02902293850472344,0.9971426962049098,0.021196581196581195
bbox_down_5pct,corolla_yellow_pixel_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,623,610,13,9,774,464,463,0.0007478171529307616,0.00858273069375783,0.0038589501229027087,0.031884890227388656,0.9968361513409608,0.02025586353944563
bbox_down_5pct,corolla_yellow_pixel_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,627,614,13,6,814,496,496,0.0005324298599712454,0.007541111228208656,0.0036700759249766466,0.02647373646201512,0.997492333396594,0.02206851119894598
bbox_down_5pct,capitulum_outline_aspect_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,1136,1084,52,44,1673,864,862,0.0020075697932264336,0.04835734246885238,0.035708274005463614,0.1339492567138815,0.8865937008747886,0.0472470238095238
bbox_down_5pct,capitulum_outline_aspect_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,580,556,24,24,802,431,429,0.0019295308998672333,0.05012933083871318,0.03550083672005744,0.14410431827754458,0.8753298548300082,0.04344569288389513
bbox_down_5pct,capitulum_outline_aspect_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,556,528,28,20,871,433,433,0.0020848877730211155,0.04660172350656535,0.03602588884129365,0.13028171935938912,0.8990356135557258,0.050997782705099776
bbox_down_5pct,capitulum_outline_circularity,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1084,52,44,1673,864,862,-0.0034162160609773158,0.033257573843510496,0.023199398670448818,0.10119993447672704,0.8893182598531398,0.0472470238095238
bbox_down_5pct,capitulum_outline_circularity,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,580,556,24,24,802,431,429,-0.0016597657030376484,0.03359933819759352,0.023290317269501648,0.10170125721214672,0.885312687136556,0.04344569288389513
bbox_down_5pct,capitulum_outline_circularity,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,556,528,28,20,871,433,433,-0.005156440549559573,0.03291896666590861,0.023070789937550074,0.09702727114695384,0.893396533100135,0.050997782705099776
bbox_down_5pct,capitulum_outline_solidity,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1084,52,44,1673,864,862,-0.0022901748118250857,0.020077627190224434,0.013115225378698192,0.0638889498462992,0.9229577627098066,0.0472470238095238
bbox_down_5pct,capitulum_outline_solidity,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,580,556,24,24,802,431,429,-0.0018723029489051426,0.02046036837384206,0.013350528055952271,0.06325029700709087,0.9171253684350916,0.04344569288389513
bbox_down_5pct,capitulum_outline_solidity,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,556,528,28,20,871,433,433,-0.0027041864265887248,0.019698421721928917,0.012641861577472602,0.06434345528971591,0.9287512944981596,0.050997782705099776
bbox_down_5pct,capitulum_width_profile_cv,registered_endpoint,unitless,all_cached,2853,1759,1753,1136,1084,52,44,1673,864,862,0.0011373851790734061,0.02983110652835302,0.02024057075136243,0.08778888325396426,0.8804813326514828,0.0472470238095238
bbox_down_5pct,capitulum_width_profile_cv,registered_endpoint,unitless,recorded_development_exposed,1406,846,842,580,556,24,24,802,431,429,-0.0005695051414863216,0.029863940420419812,0.020641291639732606,0.0885941900116358,0.8791934914518498,0.04344569288389513
bbox_down_5pct,capitulum_width_profile_cv,registered_endpoint,unitless,no_recorded_development_exposure,1447,913,911,556,528,28,20,871,433,433,0.0028285074597203413,0.02979857595168638,0.02005922868906529,0.08511911054152566,0.8824117618518184,0.050997782705099776
bbox_down_5pct,involucre_length_width_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,144,16,20,2673,134,133,-0.009554146281388051,0.09212035731522665,0.0314391061854038,0.41172246933440954,0.8812958447679579,0.10472972972972973
bbox_down_5pct,involucre_length_width_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,69,5,10,1322,65,64,-0.004820829416851809,0.09357512889247352,0.02199514577507361,0.3822917716925551,0.8626831501831501,0.0661764705882353
bbox_down_5pct,involucre_length_width_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,75,11,10,1351,69,69,-0.013944469170233257,0.09077100396821501,0.041397003275577826,0.4082492285363536,0.8873218852758495,0.1375
bbox_down_5pct,involucre_apical_taper_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,144,16,20,2673,134,133,-0.004243799171481556,0.1208606834110704,0.0267336387102296,0.45278780113557177,0.8475122677793533,0.10472972972972973
bbox_down_5pct,involucre_apical_taper_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,69,5,10,1322,65,64,0.0149715258019897,0.08129662678542557,0.01747091619190788,0.43044772709699114,0.7957875457875456,0.0661764705882353
bbox_down_5pct,involucre_apical_taper_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,75,11,10,1351,69,69,-0.022066709291802735,0.15755777941166846,0.034512779882209355,0.8230256254509727,0.8773839970770918,0.1375
bbox_down_5pct,involucre_basal_taper_ratio,registered_endpoint,ratio,all_cached,2853,1759,1753,160,144,16,20,2673,134,133,0.014709612357455281,0.09419827416632391,0.026948802453915177,0.3622934803238596,0.769131104559227,0.10472972972972973
bbox_down_5pct,involucre_basal_taper_ratio,registered_endpoint,ratio,recorded_development_exposed,1406,846,842,74,69,5,10,1322,65,64,0.003118992096668628,0.06898941400110074,0.01903786224170556,0.3709172831454536,0.808974358974359,0.0661764705882353
bbox_down_5pct,involucre_basal_taper_ratio,registered_endpoint,ratio,no_recorded_development_exposure,1447,913,911,86,75,11,10,1351,69,69,0.025460332599344347,0.11758040533406712,0.03128299018891706,0.3493961352027236,0.7459627329192547,0.1375
bbox_down_5pct,bract_projection_roughness,registered_endpoint,relative,all_cached,2853,1759,1753,160,144,16,20,2673,134,133,-0.0007445281925258582,0.018158349865056572,0.0054203101783042995,0.0646823492738314,0.8083216861692902,0.10472972972972973
bbox_down_5pct,bract_projection_roughness,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,69,5,10,1322,65,64,-0.00198598421583369,0.01724322881448528,0.005360177829680873,0.055724049128062635,0.8433608058608058,0.0661764705882353
bbox_down_5pct,bract_projection_roughness,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,75,11,10,1351,69,69,0.00040696724938285437,0.01900715779602125,0.005747201236833581,0.07658643871167965,0.7766898063573257,0.1375
bbox_down_5pct,bract_projection_p95,registered_endpoint,relative,all_cached,2853,1759,1753,160,144,16,20,2673,134,133,0.0031410203360994577,0.0322237277682968,0.011136938828344517,0.14374730680569453,0.8614582589445119,0.10472972972972973
bbox_down_5pct,bract_projection_p95,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,69,5,10,1322,65,64,0.0016975677993931264,0.03592045377140864,0.00846654342690098,0.15817755769160888,0.7935897435897434,0.0661764705882353
bbox_down_5pct,bract_projection_p95,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,75,11,10,1351,69,69,0.004479874862899532,0.028794880461062627,0.013715955074737912,0.08024918058673175,0.9139568871026674,0.1375
bbox_down_5pct,bract_projection_maximum,registered_endpoint,relative,all_cached,2853,1759,1753,160,144,16,20,2673,134,133,0.004821892661636241,0.044564862827277424,0.013979459592309118,0.2012213770445763,0.8458442578631109,0.10472972972972973
bbox_down_5pct,bract_projection_maximum,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,69,5,10,1322,65,64,0.007546977307083175,0.041412023281374326,0.008623072947619534,0.18335744868664258,0.8604395604395604,0.0661764705882353
bbox_down_5pct,bract_projection_maximum,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,75,11,10,1351,69,69,0.0022942779180332904,0.04748923573941943,0.0175520093287328,0.22641729238681643,0.8328827183047134,0.1375
bbox_down_5pct,bract_spread_fraction,registered_endpoint,fraction,all_cached,2853,1759,1753,160,144,16,20,2673,134,133,0.002683307520140086,0.04351627126230407,0.029629629629629672,0.13852612012546933,0.7316379821871569,0.10472972972972973
bbox_down_5pct,bract_spread_fraction,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,74,69,5,10,1322,65,64,0.008981362233995111,0.036379239265139765,0.025649350649350616,0.11776201733648535,0.796020470131277,0.0661764705882353
bbox_down_5pct,bract_spread_fraction,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,86,75,11,10,1351,69,69,-0.0031583664173486328,0.0501361270277898,0.032926378098409204,0.155809001657529,0.6717246937352838,0.1375
bbox_down_5pct,bract_projection_peak_density,registered_endpoint,peaks per valid bin,all_cached,2853,1759,1753,160,144,16,20,2673,134,133,0.0014828533694521543,0.014380594146831783,0.007385730211817168,0.05290247678018575,0.4435065047696546,0.10472972972972973
bbox_down_5pct,bract_projection_peak_density,registered_endpoint,peaks per valid bin,recorded_development_exposed,1406,846,842,74,69,5,10,1322,65,64,0.003718572919256379,0.012375718880256101,0.0034902289828398145,0.04490705800139758,0.46021744363577893,0.0661764705882353
bbox_down_5pct,bract_projection_peak_density,registered_endpoint,peaks per valid bin,no_recorded_development_exposure,1447,913,911,86,75,11,10,1351,69,69,-0.0005908575173227793,0.016240188596988937,0.009942438513867086,0.054481424148606794,0.41804889586288935,0.1375
bbox_down_5pct,bract_projection_asymmetry,registered_endpoint,relative,all_cached,2853,1759,1753,160,144,16,20,2673,134,133,0.0008532736355355258,0.011116584560913509,0.00457173801036672,0.04086110608555547,0.7287520021219941,0.10472972972972973
bbox_down_5pct,bract_projection_asymmetry,registered_endpoint,relative,recorded_development_exposed,1406,846,842,74,69,5,10,1322,65,64,0.001224962221840551,0.01012170285641004,0.004209930118418239,0.042149396565845106,0.7042582417582417,0.0661764705882353
bbox_down_5pct,bract_projection_asymmetry,registered_endpoint,relative,no_recorded_development_exposure,1447,913,911,86,75,11,10,1351,69,69,0.0005085190047598492,0.012039373388279042,0.005720255322911719,0.03842926641329498,0.7467299963463647,0.1375
bbox_down_5pct,involucre_surface_edge_density,registered_endpoint,fraction,all_cached,2853,1759,1753,53,47,6,3,2797,44,44,0.0034826344334277478,0.005550874594720189,0.00020587088489875185,0.028944424772765938,0.9863284002818886,0.12
bbox_down_5pct,involucre_surface_edge_density,registered_endpoint,fraction,recorded_development_exposed,1406,846,842,27,25,2,1,1378,22,22,0.0035372368367285714,0.0054998734519546115,0.0,0.030173353944585715,0.9853190287972897,0.08333333333333333
bbox_down_5pct,involucre_surface_edge_density,registered_endpoint,fraction,no_recorded_development_exposure,1447,913,911,26,22,4,2,1419,22,22,0.0034280320301269237,0.005601875737485767,0.000432795483207158,0.016672773820167918,0.9875776397515529,0.15384615384615385
bbox_down_5pct,involucre_surface_lbp_entropy,registered_endpoint,normalized entropy,all_cached,2853,1759,1753,53,47,6,3,2797,44,44,-0.0008094194656878412,0.0022841393340164956,7.362662201010339e-05,0.010479064456135716,0.9974630021141648,0.12
