group,taxon_name,observations,eligible_50
involucre,Cirsium borealinipponense,1,False
involucre,Cirsium brachycephalum,3,False
involucre,Cirsium brevifolium,1,False
involucre,Cirsium brevistylum,14,False
involucre,Cirsium candelabrum,4,False
involucre,Cirsium canescens,13,False
involucre,Cirsium canum,12,False
involucre,Cirsium carniolicum,2,False
involucre,Cirsium carolinianum,2,False
involucre,Cirsium centaureae,3,False
involucre,Cirsium charkeviczii,1,False
involucre,Cirsium ciliatum,4,False
involucre,Cirsium clavatum,5,False
involucre,Cirsium coloradense,2,False
involucre,Cirsium consociatum,1,False
involucre,Cirsium conspicuum,3,False
involucre,Cirsium coryletorum,1,False
involucre,Cirsium culebraense,2,False
involucre,Cirsium cymosum,6,False
involucre,Cirsium discolor,56,True
involucre,Cirsium dissectum,3,False
involucre,Cirsium douglasii,1,False
involucre,Cirsium drummondii,6,False
involucre,Cirsium eatonii,2,False
involucre,Cirsium echinus,4,False
involucre,Cirsium edule,9,False
involucre,Cirsium ehrenbergii,10,False
involucre,Cirsium engelmannii,1,False
involucre,Cirsium erisithales,8,False
involucre,Cirsium erythrolepis,1,False
involucre,Cirsium esculentum,7,False
involucre,Cirsium ferum,1,False
involucre,Cirsium filipendulum,4,False
involucre,Cirsium flodmanii,4,False
involucre,Cirsium foliosum,2,False
involucre,Cirsium glabrum,4,False
involucre,Cirsium grahamii,2,False
involucre,Cirsium greimleri,4,False
involucre,Cirsium hachimantaiense,1,False
involucre,Cirsium helenioides,10,False
involucre,Cirsium heterophyllum,87,True
involucre,Cirsium hidakamontanum,1,False
involucre,Cirsium hookerianum,8,False
involucre,Cirsium horridulum,43,False
involucre,Cirsium hygropodum,1,False
involucre,Cirsium hypoleucum,1,False
involucre,Cirsium inamoenum,1,False
involucre,Cirsium jaliscoense,1,False
involucre,Cirsium japonicum,5,False
involucre,Cirsium kamtschaticum,6,False
involucre,Cirsium laniflorum,3,False
involucre,Cirsium longistylum,1,False
involucre,Cirsium maackii,1,False
involucre,Cirsium maritimum,1,False
involucre,Cirsium mexicanum,9,False
involucre,Cirsium mohavense,1,False
involucre,Cirsium monspessulanum,6,False
involucre,Cirsium morinifolium,1,False
involucre,Cirsium muticum,30,False
involucre,Cirsium neomexicanum,17,False
involucre,Cirsium nivale,2,False
involucre,Cirsium norikurense,1,False
involucre,Cirsium novoleonense,1,False
involucre,Cirsium nuttallii,21,False
involucre,Cirsium obvallatum,4,False
involucre,Cirsium occidentale,26,False
involucre,Cirsium ochrocentrum,4,False
involucre,Cirsium oleraceum,134,True
involucre,Cirsium oligophyllum,1,False
involucre,Cirsium pacificum,1,False
involucre,Cirsium palustre,287,True
involucre,Cirsium pannonicum,7,False
involucre,Cirsium parryi,6,False
involucre,Cirsium pendulum,5,False
involucre,Cirsium perplexans,1,False
involucre,Cirsium phyllocephalum,1,False
involucre,Cirsium pinetorum,2,False
involucre,Cirsium pitcheri,1,False
involucre,Cirsium pugnax,2,False
involucre,Cirsium pulcherrimum,3,False
involucre,Cirsium pumilum,13,False
involucre,Cirsium purpuratum,3,False
involucre,Cirsium remotifolium,3,False
involucre,Cirsium repandum,2,False
involucre,Cirsium rhaphilepis,3,False
involucre,Cirsium rhizocephalum,1,False
involucre,Cirsium rivulare,17,False
involucre,Cirsium rupinarum,1,False
involucre,Cirsium scariosum,14,False
involucre,Cirsium schantarense,2,False
involucre,Cirsium semenowii,1,False
involucre,Cirsium serratuloides,2,False
involucre,Cirsium serrulatum,17,False
involucre,Cirsium setidens,1,False
involucre,Cirsium simplex,1,False
involucre,Cirsium sorocephalum,1,False
involucre,Cirsium souliei,1,False
involucre,Cirsium spinosissimum,13,False
involucre,Cirsium subcoriaceum,7,False
involucre,Cirsium subuliforme,1,False
involucre,Cirsium suzukii,1,False
involucre,Cirsium tatakaense,1,False
involucre,Cirsium texanum,12,False
involucre,Cirsium townsendii,2,False
involucre,Cirsium tracyi,1,False
involucre,Cirsium tuberosum,8,False
involucre,Cirsium turneri,1,False
involucre,Cirsium ukranicum,7,False
involucre,Cirsium undulatum,29,False
involucre,Cirsium velatum,1,False
involucre,Cirsium vlassovianum,1,False
involucre,Cirsium vulgare,742,True
involucre,Cirsium waldsteinii,1,False
involucre,Cirsium wallichii,1,False
involucre,Cirsium wheeleri,2,False
whole,Cirsium acantholepis,1,False
whole,Cirsium acaulon,5,False
whole,Cirsium acrolepis,1,False
whole,Cirsium alsophilum,1,False
whole,Cirsium altissimum,21,False
whole,Cirsium andersonii,7,False
whole,Cirsium arachnoideum,1,False
whole,Cirsium arctorhaphis,1,False
whole,Cirsium arizonicum,6,False
whole,Cirsium arvense,254,True
whole,Cirsium bertolonii,1,False
whole,Cirsium borealinipponense,1,False
whole,Cirsium brachycephalum,3,False
whole,Cirsium brevifolium,1,False
whole,Cirsium brevistylum,11,False
whole,Cirsium candelabrum,4,False
whole,Cirsium canescens,12,False
whole,Cirsium canum,8,False
whole,Cirsium carniolicum,2,False
whole,Cirsium carolinianum,2,False
whole,Cirsium centaureae,3,False
whole,Cirsium charkeviczii,1,False
whole,Cirsium ciliatum,4,False
whole,Cirsium clavatum,5,False
whole,Cirsium coloradense,2,False
whole,Cirsium consociatum,1,False
whole,Cirsium conspicuum,2,False
whole,Cirsium coryletorum,1,False
whole,Cirsium culebraense,2,False
whole,Cirsium cymosum,6,False
whole,Cirsium discolor,47,False
whole,Cirsium dissectum,2,False
whole,Cirsium douglasii,1,False
whole,Cirsium drummondii,5,False
whole,Cirsium echinus,3,False
whole,Cirsium edule,8,False
whole,Cirsium ehrenbergii,8,False
whole,Cirsium engelmannii,1,False
whole,Cirsium erisithales,6,False
whole,Cirsium erythrolepis,1,False
whole,Cirsium esculentum,6,False
whole,Cirsium ferum,1,False
whole,Cirsium filipendulum,4,False
whole,Cirsium flodmanii,3,False
whole,Cirsium foliosum,2,False
whole,Cirsium glabrum,2,False
whole,Cirsium grahamii,2,False
whole,Cirsium greimleri,4,False
whole,Cirsium hachimantaiense,1,False
whole,Cirsium helenioides,6,False
whole,Cirsium heterophyllum,73,True
whole,Cirsium hidakamontanum,1,False
whole,Cirsium hookerianum,5,False
whole,Cirsium horridulum,33,False
whole,Cirsium hygropodum,1,False
whole,Cirsium hypoleucum,1,False
whole,Cirsium inamoenum,1,False
whole,Cirsium jaliscoense,1,False
whole,Cirsium japonicum,5,False
whole,Cirsium kamtschaticum,4,False
whole,Cirsium laniflorum,3,False
whole,Cirsium longistylum,1,False
whole,Cirsium maackii,1,False
whole,Cirsium maritimum,1,False
whole,Cirsium mexicanum,9,False
whole,Cirsium mohavense,1,False
whole,Cirsium monspessulanum,4,False
whole,Cirsium morinifolium,1,False
whole,Cirsium muticum,25,False
whole,Cirsium neomexicanum,15,False
whole,Cirsium nivale,1,False
whole,Cirsium norikurense,1,False
whole,Cirsium novoleonense,1,False
whole,Cirsium nuttallii,16,False
whole,Cirsium obvallatum,4,False
whole,Cirsium occidentale,25,False
whole,Cirsium ochrocentrum,4,False
whole,Cirsium oleraceum,101,True
whole,Cirsium oligophyllum,1,False
whole,Cirsium pacificum,1,False
whole,Cirsium palustre,251,True
whole,Cirsium pannonicum,7,False
whole,Cirsium parryi,5,False
whole,Cirsium pendulum,5,False
whole,Cirsium perplexans,1,False
whole,Cirsium phyllocephalum,1,False
whole,Cirsium pinetorum,2,False
whole,Cirsium pitcheri,1,False
whole,Cirsium pugnax,2,False
whole,Cirsium pulcherrimum,3,False
whole,Cirsium pumilum,11,False
whole,Cirsium purpuratum,3,False
whole,Cirsium remotifolium,3,False
whole,Cirsium repandum,2,False
whole,Cirsium rhaphilepis,3,False
whole,Cirsium rhizocephalum,1,False
whole,Cirsium rivulare,17,False
whole,Cirsium rupinarum,1,False
whole,Cirsium scariosum,11,False
whole,Cirsium schantarense,2,False
whole,Cirsium semenowii,1,False
whole,Cirsium serratuloides,2,False
whole,Cirsium serrulatum,15,False
whole,Cirsium setidens,1,False
whole,Cirsium simplex,1,False
whole,Cirsium sorocephalum,1,False
whole,Cirsium souliei,1,False
whole,Cirsium spinosissimum,10,False
whole,Cirsium subcoriaceum,6,False
whole,Cirsium subuliforme,1,False
whole,Cirsium suzukii,1,False
whole,Cirsium texanum,12,False
whole,Cirsium townsendii,2,False
whole,Cirsium tracyi,1,False
whole,Cirsium tuberosum,8,False
whole,Cirsium turneri,1,False
whole,Cirsium ukranicum,7,False
whole,Cirsium undulatum,27,False
whole,Cirsium velatum,1,False
whole,Cirsium vlassovianum,1,False
whole,Cirsium vulgare,614,True
whole,Cirsium waldsteinii,1,False
whole,Cirsium wallichii,1,False
whole,Cirsium wheeleri,2,False
